T	X[nTp]	Y[nTp]
1.116	0	-5.18806e-010
1.12	0	-4.76701e-010
1.124	0	-4.37999e-010
1.128	0	-4.02426e-010
1.132	0	-3.69731e-010
1.136	0	-3.39681e-010
1.14	0	-3.12064e-010
1.144	0	-2.86683e-010
1.148	0	-2.63358e-010
1.152	0	-2.41924e-010
1.156	0	-2.22228e-010
1.16	0	-2.04129e-010
1.164	0	-1.87499e-010
1.168	0	-1.72218e-010
1.172	0	-1.58178e-010
1.176	0	-1.45279e-010
1.18	0	-1.33428e-010
1.184	0	-1.2254e-010
1.188	0	-1.12538e-010
1.192	0	-1.03349e-010
1.196	0	-9.49078e-011
1.2	0	-8.71538e-011
1.204	0	-8.00311e-011
1.208	0	-7.34886e-011
1.212	0	-6.74792e-011
1.216	0	-6.19596e-011
1.22	0	-5.689e-011
1.224	0	-5.22338e-011
1.228	0	-4.79576e-011
1.232	0	-4.40303e-011
1.236	0	-4.04236e-011
1.24	0	-3.71115e-011
1.244	0	-3.40699e-011
1.248	0	-3.12769e-011
1.252	0	-2.87121e-011
1.256	0	-2.6357e-011
1.26	0	-2.41945e-011
1.264	0	-2.2209e-011
1.268	0	-2.03859e-011
1.272	0	-1.8712e-011
1.276	0	-1.71752e-011
1.28	0	-1.57642e-011
1.284	0	-1.44689e-011
1.288	0	-1.32796e-011
1.292	0	-1.21879e-011
1.296	0	-1.11857e-011
1.3	0	-1.02656e-011
1.304	0	-9.42106e-012
1.308	0	-8.6458e-012
1.312	0	-7.93416e-012
1.316	0	-7.28095e-012
1.32	0	-6.68137e-012
1.324	0	-6.13105e-012
1.328	0	-5.62593e-012
1.332	0	-5.16233e-012
1.336	0	-4.73684e-012
1.34	0	-4.34633e-012
1.344	0	-3.98793e-012
1.348	0	-3.65902e-012
1.352	0	-3.35716e-012
1.356	0	-3.08015e-012
1.36	0	-2.82595e-012
1.364	0	-2.59267e-012
1.368	0	-2.3786e-012
1.372	0	-2.18217e-012
1.376	0	-2.00193e-012
1.38	0	-1.83653e-012
1.384	0	-1.68477e-012
1.388	0	-1.54553e-012
1.392	0	-1.41776e-012
1.396	0	-1.30054e-012
1.4	0	-1.19298e-012
1.404	0	-1.0943e-012
1.408	0	-1.00377e-012
1.412	0	-9.2071e-013
1.416	0	-8.44508e-013
1.42	0	-7.746e-013
1.424	0	-7.10467e-013
1.428	0	-6.51632e-013
1.432	0	-5.9766e-013
1.436	0	-5.48148e-013
1.44	0	-5.02731e-013
1.444	0	-4.61068e-013
1.448	0	-4.22851e-013
1.452	0	-3.87796e-013
1.456	0	-3.55641e-013
1.46	0	-3.26147e-013
1.464	0	-2.99095e-013
1.468	0	-2.74282e-013
1.472	0	-2.51523e-013
1.476	0	-2.30649e-013
1.48	0	-2.11504e-013
1.484	0	-1.93946e-013
1.488	0	-1.77842e-013
1.492	0	-1.63073e-013
1.496	0	-1.49528e-013
1.5	0	-1.37106e-013
1.504	0	-1.25714e-013
1.508	0	-1.15267e-013
1.512	0	-1.05687e-013
1.516	0	-9.69015e-014
1.52	0	-8.8845e-014
1.524	0	-8.14571e-014
1.528	0	-7.46825e-014
1.532	0	-6.84703e-014
1.536	0	-6.2774e-014
1.54	0	-5.75508e-014
1.544	0	-5.27614e-014
1.548	0	-4.83699e-014
1.552	0	-4.43434e-014
1.556	0	-4.06514e-014
1.56	0	-3.72664e-014
1.564	0	-3.41627e-014
1.568	0	-3.13171e-014
1.572	0	-2.87082e-014
1.576	0	-2.63162e-014
1.58	0	-2.41232e-014
1.584	0	-2.21127e-014
1.588	0	-2.02694e-014
1.592	0	-1.85796e-014
1.596	0	-1.70304e-014
1.6	0	-1.56102e-014
1.604	0	-1.43083e-014
1.608	0	-1.31147e-014
1.612	0	-1.20206e-014
1.616	0	-1.10176e-014
1.62	0	-1.00982e-014
1.624	0	-9.25538e-015
1.628	0	-8.48281e-015
1.632	0	-7.77462e-015
1.636	0	-7.12547e-015
1.64	0	-6.53045e-015
1.644	0	-5.98504e-015
1.648	0	-5.48511e-015
1.652	0	-5.02688e-015
1.656	0	-4.60688e-015
1.66	0	-4.22192e-015
1.664	0	-3.86908e-015
1.668	0	-3.54569e-015
1.672	0	-3.24929e-015
1.676	0	-2.97763e-015
1.68	0	-2.72865e-015
1.684	0	-2.50046e-015
1.688	0	-2.29133e-015
1.692	0	-2.09967e-015
1.696	0	-1.92402e-015
1.7	0	-1.76304e-015
1.704	0	-1.61551e-015
1.708	0	-1.48031e-015
1.712	0	-1.35641e-015
1.716	0	-1.24286e-015
1.72	0	-1.13881e-015
1.724	0	-1.04346e-015
1.728	0	-9.56082e-016
1.732	0	-8.76011e-016
1.736	0	-8.02637e-016
1.74	0	-7.35401e-016
1.744	0	-6.7379e-016
1.748	0	-6.17335e-016
1.752	0	-5.65603e-016
1.756	0	-5.18201e-016
1.76	0	-4.74767e-016
1.764	0	-4.34969e-016
1.768	0	-3.98502e-016
1.772	0	-3.6509e-016
1.776	0	-3.34475e-016
1.78	0	-3.06424e-016
1.784	0	-2.80723e-016
1.788	0	-2.57175e-016
1.792	0	-2.356e-016
1.796	0	-2.15833e-016
1.8	0	-1.97722e-016
1.804	0	-1.81129e-016
1.808	0	-1.65927e-016
1.812	0	-1.51999e-016
1.816	0	-1.39239e-016
1.82	0	-1.27549e-016
1.824	0	-1.1684e-016
1.828	0	-1.07028e-016
1.832	0	-9.80397e-017
1.836	0	-8.98051e-017
1.84	0	-8.22615e-017
1.844	0	-7.53507e-017
1.848	0	-6.90199e-017
1.852	0	-6.32204e-017
1.856	0	-5.79077e-017
1.86	0	-5.30409e-017
1.864	0	-4.85827e-017
1.868	0	-4.44988e-017
1.872	0	-4.07578e-017
1.876	0	-3.7331e-017
1.88	0	-3.41919e-017
1.884	0	-3.13166e-017
1.888	0	-2.86828e-017
1.892	0	-2.62702e-017
1.896	0	-2.40604e-017
1.9	0	-2.20362e-017
1.904	0	-2.01822e-017
1.908	0	-1.8484e-017
1.912	0	-1.69285e-017
1.916	0	-1.55038e-017
1.92	0	-1.41989e-017
1.924	0	-1.30037e-017
1.928	0	-1.1909e-017
1.932	0	-1.09063e-017
1.936	0	-9.98801e-018
1.94	0	-9.14694e-018
1.944	0	-8.37662e-018
1.948	0	-7.67111e-018
1.952	0	-7.02496e-018
1.956	0	-6.43318e-018
1.96	0	-5.8912e-018
1.964	0	-5.39484e-018
1.968	0	-4.94026e-018
1.972	0	-4.52394e-018
1.976	0	-4.14267e-018
1.98	0	-3.7935e-018
1.984	0	-3.47374e-018
1.988	0	-3.1809e-018
1.992	0	-2.91272e-018
1.996	0	-2.66713e-018
2	0	-2.44223e-018
2.004	0	-2.23628e-018
2.008	0	-2.04768e-018
2.012	0	-1.87496e-018
2.016	0	-1.71681e-018
2.02	0	-1.57198e-018
2.024	0	-1.43935e-018
2.028	0	-1.31791e-018
2.032	0	-1.2067e-018
2.036	0	-1.10487e-018
2.04	0	-1.01162e-018
2.044	0	-9.26236e-019
2.048	0	-8.48052e-019
2.052	0	-7.76461e-019
2.056	0	-7.10909e-019
2.06	0	-6.50885e-019
2.064	0	-5.95925e-019
2.068	0	-5.45601e-019
2.072	0	-4.99524e-019
2.076	0	-4.57334e-019
2.08	0	-4.18704e-019
2.084	0	-3.83335e-019
2.088	0	-3.5095e-019
2.092	0	-3.21299e-019
2.096	0	-2.94151e-019
2.1	0	-2.69295e-019
2.104	0	-2.46537e-019
2.108	0	-2.25701e-019
2.112	0	-2.06625e-019
2.116	0	-1.89159e-019
2.12	0	-1.73168e-019
2.124	0	-1.58528e-019
2.128	0	-1.45125e-019
2.132	0	-1.32854e-019
2.136	0	-1.21619e-019
2.14	0	-1.11334e-019
2.144	0	-1.01918e-019
2.148	0	-9.32976e-020
2.152	0	-8.54057e-020
2.156	0	-7.81808e-020
2.16	0	-7.15666e-020
2.164	0	-6.55115e-020
2.168	0	-5.99683e-020
2.172	0	-5.48937e-020
2.176	0	-5.02482e-020
2.18	0	-4.59955e-020
2.184	0	-4.21024e-020
2.188	0	-3.85386e-020
2.192	0	-3.52762e-020
2.196	0	-3.22897e-020
2.2	0	-2.95559e-020
2.204	0	-2.70533e-020
2.208	0	-2.47625e-020
2.212	0	-2.26655e-020
2.216	0	-2.07459e-020
2.22	0	-1.89888e-020
2.224	0	-1.73804e-020
2.228	0	-1.59081e-020
2.232	0	-1.45604e-020
2.236	0	-1.33269e-020
2.24	0	-1.21977e-020
2.244	0	-1.11641e-020
2.248	0	-1.02181e-020
2.252	0	-9.35213e-021
2.256	0	-8.55952e-021
2.26	0	-7.83402e-021
2.264	0	-7.16998e-021
2.268	0	-6.56217e-021
2.272	0	-6.00585e-021
2.276	0	-5.49666e-021
2.28	0	-5.03061e-021
2.284	0	-4.60404e-021
2.288	0	-4.21361e-021
2.292	0	-3.85627e-021
2.296	0	-3.52921e-021
2.3	0	-3.22987e-021
2.304	0	-2.9559e-021
2.308	0	-2.70515e-021
2.312	0	-2.47565e-021
2.316	0	-2.26561e-021
2.32	0	-2.07338e-021
2.324	0	-1.89745e-021
2.328	0	-1.73643e-021
2.332	0	-1.58907e-021
2.336	0	-1.4542e-021
2.34	0	-1.33078e-021
2.344	0	-1.21782e-021
2.348	0	-1.11444e-021
2.352	0	-1.01983e-021
2.356	0	-9.33246e-022
2.36	0	-8.54008e-022
2.364	0	-7.81493e-022
2.368	0	-7.15132e-022
2.372	0	-6.54401e-022
2.376	0	-5.98824e-022
2.38	0	-5.47964e-022
2.384	0	-5.0142e-022
2.388	0	-4.58827e-022
2.392	0	-4.1985e-022
2.396	0	-3.84181e-022
2.4	0	-3.5154e-022
2.404	0	-3.21671e-022
2.408	0	-2.94338e-022
2.412	0	-2.69325e-022
2.416	0	-2.46437e-022
2.42	0	-2.25493e-022
2.424	0	-2.06327e-022
2.428	0	-1.88789e-022
2.432	0	-1.72741e-022
2.436	0	-1.58056e-022
2.44	0	-1.44619e-022
2.444	0	-1.32323e-022
2.448	0	-1.21072e-022
2.452	0	-1.10777e-022
2.456	0	-1.01357e-022
2.46	0	-9.27369e-023
2.464	0	-8.48497e-023
2.468	0	-7.76329e-023
2.472	0	-7.10295e-023
2.476	0	-6.49874e-023
2.48	0	-5.94589e-023
2.484	0	-5.44004e-023
2.488	0	-4.97719e-023
2.492	0	-4.5537e-023
2.496	0	-4.16622e-023
2.5	0	-3.81169e-023
2.504	0	-3.48731e-023
2.508	0	-3.19051e-023
2.512	0	-2.91896e-023
2.516	0	-2.6705e-023
2.52	0	-2.44318e-023
2.524	0	-2.2352e-023
2.528	0	-2.04491e-023
2.532	0	-1.87081e-023
2.536	0	-1.71152e-023
2.54	0	-1.56579e-023
2.544	0	-1.43245e-023
2.548	0	-1.31047e-023
2.552	0	-1.19886e-023
2.556	0	-1.09676e-023
2.56	0	-1.00334e-023
2.564	0	-9.17876e-024
2.568	0	-8.39687e-024
2.572	0	-7.68154e-024
2.576	0	-7.02711e-024
2.58	0	-6.4284e-024
2.584	0	-5.88066e-024
2.588	0	-5.37957e-024
2.592	0	-4.92115e-024
2.596	0	-4.50177e-024
2.6	0	-4.1181e-024
2.604	0	-3.76711e-024
2.608	0	-3.44602e-024
2.612	0	-3.15228e-024
2.616	0	-2.88356e-024
2.62	0	-2.63774e-024
2.624	0	-2.41286e-024
2.628	0	-2.20714e-024
2.632	0	-2.01894e-024
2.636	0	-1.84679e-024
2.64	0	-1.6893e-024
2.644	0	-1.54524e-024
2.648	0	-1.41345e-024
2.652	0	-1.2929e-024
2.656	0	-1.18262e-024
2.66	0	-1.08174e-024
2.664	0	-9.89465e-025
2.668	0	-9.05054e-025
2.672	0	-8.2784e-025
2.676	0	-7.57209e-025
2.68	0	-6.92601e-025
2.684	0	-6.33501e-025
2.688	0	-5.79442e-025
2.692	0	-5.29993e-025
2.696	0	-4.84761e-025
2.7	0	-4.43388e-025
2.704	0	-4.05543e-025
2.708	0	-3.70926e-025
2.712	0	-3.39263e-025
2.716	0	-3.10301e-025
2.72	0	-2.83809e-025
2.724	0	-2.59578e-025
2.728	0	-2.37415e-025
2.732	0	-2.17143e-025
2.736	0	-1.98601e-025
2.74	0	-1.81641e-025
2.744	0	-1.66128e-025
2.748	0	-1.5194e-025
2.752	0	-1.38963e-025
2.756	0	-1.27093e-025
2.76	0	-1.16237e-025
2.764	0	-1.06307e-025
2.768	0	-9.72252e-026
2.772	0	-8.89188e-026
2.776	0	-8.13216e-026
2.78	0	-7.43731e-026
2.784	0	-6.8018e-026
2.788	0	-6.22056e-026
2.792	0	-5.68897e-026
2.796	0	-5.20277e-026
2.8	0	-4.7581e-026
2.804	0	-4.35141e-026
2.808	0	-3.97947e-026
2.812	0	-3.6393e-026
2.816	0	-3.32819e-026
2.82	0	-3.04365e-026
2.824	0	-2.78344e-026
2.828	0	-2.54545e-026
2.832	0	-2.3278e-026
2.836	0	-2.12875e-026
2.84	0	-1.94671e-026
2.844	0	-1.78023e-026
2.848	0	-1.62798e-026
2.852	0	-1.48874e-026
2.856	0	-1.36141e-026
2.86	0	-1.24495e-026
2.864	0	-1.13846e-026
2.868	0	-1.04107e-026
2.872	0	-9.52003e-027
2.876	0	-8.70553e-027
2.88	0	-7.96068e-027
2.884	0	-7.27953e-027
2.888	0	-6.65662e-027
2.892	0	-6.08699e-027
2.896	0	-5.56607e-027
2.9	0	-5.08971e-027
2.904	0	-4.65409e-027
2.908	0	-4.25573e-027
2.912	0	-3.89146e-027
2.916	0	-3.55834e-027
2.92	0	-3.25373e-027
2.924	0	-2.97517e-027
2.928	0	-2.72045e-027
2.932	0	-2.48753e-027
2.936	0	-2.27453e-027
2.94	0	-2.07977e-027
2.944	0	-1.90167e-027
2.948	0	-1.73882e-027
2.952	0	-1.5899e-027
2.956	0	-1.45373e-027
2.96	0	-1.32922e-027
2.964	0	-1.21536e-027
2.968	0	-1.11125e-027
2.972	0	-1.01606e-027
2.976	0	-9.29012e-028
2.98	0	-8.4942e-028
2.984	0	-7.76643e-028
2.988	0	-7.10098e-028
2.992	0	-6.49252e-028
2.996	0	-5.93616e-028
3	0	-5.42745e-028
3.004	0	-4.96232e-028
3.008	0	-4.53702e-028
3.012	0	-4.14815e-028
3.016	0	-3.7926e-028
3.02	0	-3.4675e-028
3.024	0	-3.17026e-028
3.028	0	-2.89848e-028
3.032	0	-2.64999e-028
3.036	0	-2.42278e-028
3.04	0	-2.21505e-028
3.044	0	-2.02512e-028
3.048	0	-1.85147e-028
3.052	0	-1.6927e-028
3.056	0	-1.54753e-028
3.06	0	-1.41481e-028
3.064	0	-1.29347e-028
3.068	0	-1.18252e-028
3.072	0	-1.08109e-028
3.076	0	-9.88354e-029
3.08	0	-9.03568e-029
3.084	0	-8.26051e-029
3.088	0	-7.55181e-029
3.092	0	-6.90387e-029
3.096	0	-6.3115e-029
3.1	0	-5.76993e-029
3.104	0	-5.2748e-029
3.108	0	-4.82213e-029
3.112	0	-4.4083e-029
3.116	0	-4.02995e-029
3.12	0	-3.68406e-029
3.124	0	-3.36785e-029
3.128	0	-3.07876e-029
3.132	0	-2.81447e-029
3.136	0	-2.57285e-029
3.14	0	-2.35197e-029
3.144	0	-2.15004e-029
3.148	0	-1.96544e-029
3.152	0	-1.79667e-029
3.156	0	-1.6424e-029
3.16	0	-1.50136e-029
3.164	0	-1.37242e-029
3.168	0	-1.25456e-029
3.172	0	-1.14681e-029
3.176	0	-1.04831e-029
3.18	0	-9.58262e-030
3.184	0	-8.75948e-030
3.188	0	-8.007e-030
3.192	0	-7.31913e-030
3.196	0	-6.69032e-030
3.2	0	-6.11551e-030
3.204	0	-5.59005e-030
3.208	0	-5.10972e-030
3.212	0	-4.67064e-030
3.216	0	-4.26927e-030
3.22	0	-3.90237e-030
3.224	0	-3.56699e-030
3.228	0	-3.26041e-030
3.232	0	-2.98017e-030
3.236	0	-2.724e-030
3.24	0	-2.48985e-030
3.244	0	-2.2758e-030
3.248	0	-2.08015e-030
3.252	0	-1.90131e-030
3.256	0	-1.73784e-030
3.26	0	-1.58842e-030
3.264	0	-1.45183e-030
3.268	0	-1.32699e-030
3.272	0	-1.21287e-030
3.276	0	-1.10856e-030
3.28	0	-1.01322e-030
3.284	0	-9.26075e-031
3.288	0	-8.4642e-031
3.292	0	-7.73612e-031
3.296	0	-7.07064e-031
3.3	0	-6.46238e-031
3.304	0	-5.90641e-031
3.308	0	-5.39825e-031
3.312	0	-4.93378e-031
3.316	0	-4.50926e-031
3.32	0	-4.12124e-031
3.324	0	-3.7666e-031
3.328	0	-3.44245e-031
3.332	0	-3.14619e-031
3.336	0	-2.87541e-031
3.34	0	-2.62792e-031
3.344	0	-2.40172e-031
3.348	0	-2.19498e-031
3.352	0	-2.00603e-031
3.356	0	-1.83334e-031
3.36	0	-1.6755e-031
3.364	0	-1.53124e-031
3.368	0	-1.3994e-031
3.372	0	-1.2789e-031
3.376	0	-1.16878e-031
3.38	0	-1.06813e-031
3.384	0	-9.76143e-032
3.388	0	-8.92075e-032
3.392	0	-8.15242e-032
3.396	0	-7.45024e-032
3.4	0	-6.8085e-032
3.404	0	-6.22201e-032
3.408	0	-5.68601e-032
3.412	0	-5.19617e-032
3.416	0	-4.7485e-032
3.42	0	-4.33937e-032
3.424	0	-3.96548e-032
3.428	0	-3.62379e-032
3.432	0	-3.31152e-032
3.436	0	-3.02614e-032
3.44	0	-2.76535e-032
3.444	0	-2.52702e-032
3.448	0	-2.30922e-032
3.452	0	-2.11018e-032
3.456	0	-1.92828e-032
3.46	0	-1.76206e-032
3.464	0	-1.61016e-032
3.468	0	-1.47134e-032
3.472	0	-1.34449e-032
3.476	0	-1.22857e-032
3.48	0	-1.12264e-032
3.484	0	-1.02583e-032
3.488	0	-9.3737e-033
3.492	0	-8.56533e-033
3.496	0	-7.82664e-033
3.5	0	-7.15161e-033
3.504	0	-6.53478e-033
3.508	0	-5.97111e-033
3.512	0	-5.45604e-033
3.516	0	-4.98538e-033
3.52	0	-4.5553e-033
3.524	0	-4.16229e-033
3.528	0	-3.80318e-033
3.532	0	-3.47503e-033
3.536	0	-3.17518e-033
3.54	0	-2.90119e-033
3.544	0	-2.65083e-033
3.548	0	-2.42206e-033
3.552	0	-2.21303e-033
3.556	0	-2.02202e-033
3.56	0	-1.84749e-033
3.564	0	-1.68802e-033
3.568	0	-1.54231e-033
3.572	0	-1.40916e-033
3.576	0	-1.28751e-033
3.58	0	-1.17635e-033
3.584	0	-1.07478e-033
3.588	0	-9.81979e-034
3.592	0	-8.97185e-034
3.596	0	-8.1971e-034
3.6	0	-7.4892e-034
3.604	0	-6.84241e-034
3.608	0	-6.25145e-034
3.612	0	-5.71149e-034
3.616	0	-5.21815e-034
3.62	0	-4.7674e-034
3.624	0	-4.35556e-034
3.628	0	-3.97928e-034
3.632	0	-3.63549e-034
3.636	0	-3.32139e-034
3.64	0	-3.03441e-034
3.644	0	-2.77221e-034
3.648	0	-2.53265e-034
3.652	0	-2.31378e-034
3.656	0	-2.11382e-034
3.66	0	-1.93113e-034
3.664	0	-1.76422e-034
3.668	0	-1.61173e-034
3.672	0	-1.47241e-034
3.676	0	-1.34513e-034
3.68	0	-1.22884e-034
3.684	0	-1.1226e-034
3.688	0	-1.02554e-034
3.692	0	-9.36869e-035
3.696	0	-8.5586e-035
3.7	0	-7.81851e-035
3.704	0	-7.14238e-035
3.708	0	-6.52469e-035
3.712	0	-5.96039e-035
3.716	0	-5.44487e-035
3.72	0	-4.97391e-035
3.724	0	-4.54366e-035
3.728	0	-4.15061e-035
3.732	0	-3.79154e-035
3.736	0	-3.46352e-035
3.74	0	-3.16385e-035
3.744	0	-2.8901e-035
3.748	0	-2.64003e-035
3.752	0	-2.41158e-035
3.756	0	-2.20288e-035
3.76	0	-2.01224e-035
3.764	0	-1.83808e-035
3.768	0	-1.67899e-035
3.772	0	-1.53367e-035
3.776	0	-1.40091e-035
3.78	0	-1.27964e-035
3.784	0	-1.16886e-035
3.788	0	-1.06766e-035
3.792	0	-9.75223e-036
3.796	0	-8.90783e-036
3.8	0	-8.1365e-036
3.804	0	-7.43192e-036
3.808	0	-6.78832e-036
3.812	0	-6.20042e-036
3.816	0	-5.66341e-036
3.82	0	-5.17288e-036
3.824	0	-4.72481e-036
3.828	0	-4.31553e-036
